2020-12-26 02:10:01 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=jpaGsc, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [jpaGsc]
2020-12-26 02:10:01 DEBUG ProviderChecker:86 - Persistence-unit [jpaGsc] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2020-12-26 02:10:01 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: jpaGsc
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/moham/eclipse-workspaces/grcBochra/gestion-stations-carburant/gestion-stations-carburant-jpa/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		ma.ac.fstt.sim.jpa.entities.Carburant]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: 
		hibernate.dialect: org.hibernate.dialect.MySQLInnoDBDialect
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		hibernate.format_sql: true
		javax.persistence.jdbc.user: root]
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2020-12-26 02:10:02 INFO  Version:46 - HHH000412: Hibernate Core {5.4.0.Final}
2020-12-26 02:10:02 INFO  Environment:199 - HHH000206: hibernate.properties not found
2020-12-26 02:10:02 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:118 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:49 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2020-12-26 02:10:02 INFO  Version:49 - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-12-26 02:37:08 DEBUG Settings:110 - Connection release mode: AFTER_TRANSACTION
2020-12-26 02:37:08 DEBUG Settings:111 - Generate SQL with comments: disabled
2020-12-26 02:37:08 DEBUG Settings:113 - JPA compliance - query : 
2020-12-26 02:37:08 DEBUG Settings:114 - JPA compliance - closed-handling : 
2020-12-26 02:37:08 DEBUG Settings:115 - JPA compliance - lists : 
2020-12-26 02:37:08 DEBUG Settings:116 - JPA compliance - transactions : 
2020-12-26 02:37:08 DEBUG SessionFactoryImpl:251 - Session factory constructed with filter configurations : {}
2020-12-26 02:37:08 DEBUG SessionFactoryImpl:252 - Instantiating session factory with properties: {sun.desktop=windows, hibernate.format_sql=true, awt.toolkit=sun.awt.windows.WToolkit, file.encoding.pkg=sun.io, java.specification.version=1.8, sun.cpu.isalist=amd64, sun.jnu.encoding=Cp1252, hibernate.dialect=org.hibernate.dialect.MySQLInnoDBDialect, java.class.path=C:\Users\moham\eclipse-workspaces\grcBochra\gestion-stations-carburant\gestion-stations-carburant-jpa\target\classes;C:\Users\moham\.m2\repository\org\hibernate\javax\persistence\hibernate-jpa-2.1-api\1.0.2.Final\hibernate-jpa-2.1-api-1.0.2.Final.jar;C:\Users\moham\.m2\repository\org\hibernate\hibernate-entitymanager\5.4.0.Final\hibernate-entitymanager-5.4.0.Final.jar;C:\Users\moham\.m2\repository\org\jboss\logging\jboss-logging\3.3.2.Final\jboss-logging-3.3.2.Final.jar;C:\Users\moham\.m2\repository\org\hibernate\hibernate-core\5.4.0.Final\hibernate-core-5.4.0.Final.jar;C:\Users\moham\.m2\repository\org\javassist\javassist\3.24.0-GA\javassist-3.24.0-GA.jar;C:\Users\moham\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\moham\.m2\repository\org\jboss\jandex\2.0.5.Final\jandex-2.0.5.Final.jar;C:\Users\moham\.m2\repository\com\fasterxml\classmate\1.3.4\classmate-1.3.4.jar;C:\Users\moham\.m2\repository\javax\activation\javax.activation-api\1.2.0\javax.activation-api-1.2.0.jar;C:\Users\moham\.m2\repository\javax\xml\bind\jaxb-api\2.3.1\jaxb-api-2.3.1.jar;C:\Users\moham\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.1\jaxb-runtime-2.3.1.jar;C:\Users\moham\.m2\repository\org\glassfish\jaxb\txw2\2.3.1\txw2-2.3.1.jar;C:\Users\moham\.m2\repository\com\sun\istack\istack-commons-runtime\3.0.7\istack-commons-runtime-3.0.7.jar;C:\Users\moham\.m2\repository\org\jvnet\staxex\stax-ex\1.8\stax-ex-1.8.jar;C:\Users\moham\.m2\repository\com\sun\xml\fastinfoset\FastInfoset\1.2.15\FastInfoset-1.2.15.jar;C:\Users\moham\.m2\repository\org\dom4j\dom4j\2.1.1\dom4j-2.1.1.jar;C:\Users\moham\.m2\repository\org\hibernate\common\hibernate-commons-annotations\5.1.0.Final\hibernate-commons-annotations-5.1.0.Final.jar;C:\Users\moham\.m2\repository\javax\persistence\javax.persistence-api\2.2\javax.persistence-api-2.2.jar;C:\Users\moham\.m2\repository\net\bytebuddy\byte-buddy\1.9.5\byte-buddy-1.9.5.jar;C:\Users\moham\.m2\repository\org\jboss\spec\javax\transaction\jboss-transaction-api_1.2_spec\1.1.1.Final\jboss-transaction-api_1.2_spec-1.1.1.Final.jar;C:\Users\moham\.m2\repository\mysql\mysql-connector-java\8.0.12\mysql-connector-java-8.0.12.jar;C:\Users\moham\.m2\repository\com\google\protobuf\protobuf-java\2.6.0\protobuf-java-2.6.0.jar;C:\Users\moham\eclipse-workspaces\grcBochra\gestion-stations-carburant\gestion-stations-carburant-commun\target\classes;C:\Users\moham\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, user.variant=, java.vendor.url=http://java.oracle.com/, user.timezone=Europe/Paris, javax.persistence.jdbc.user=****, javax.persistence.jdbc.url=jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC, os.name=Windows 10, java.vm.specification.version=1.8, user.country=FR, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=C:\Program Files\Java\jdk1.8.0_271\jre\bin, sun.java.command=ma.ac.fstt.sim.jpa.test.Main, sun.cpu.endian=little, user.home=C:\Users\moham, user.language=fr, java.specification.vendor=Oracle Corporation, java.home=C:\Program Files\Java\jdk1.8.0_271\jre, file.separator=\, line.separator=
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, javax.persistence.jdbc.driver=com.mysql.jdbc.Driver, sun.boot.class.path=C:\Program Files\Java\jdk1.8.0_271\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\rt.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\sunrsasign.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_271\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_271\jre\classes, hibernate.hbm2ddl.auto=update, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=1.8.0_271-b09, user.name=moham, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_271\jre\lib\endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC, hibernate.ejb.persistenceUnitName=jpaGsc, file.encoding=Cp1252, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, hibernate.connection.driver_class=com.mysql.jdbc.Driver, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=C:\Users\moham\AppData\Local\Temp\, java.version=1.8.0_271, user.dir=C:\Users\moham\eclipse-workspaces\grcBochra\gestion-stations-carburant\gestion-stations-carburant-jpa, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.awt.windows.WPrinterJob, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@64a8c844, java.library.path=C:\Program Files\Java\jdk1.8.0_271\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_271/bin/server;C:/Program Files/Java/jre1.8.0_271/bin;C:/Program Files/Java/jre1.8.0_271/lib/amd64;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Users\moham\AppData\Local\Microsoft\WindowsApps;C:\Tools\DevTools\apache-maven-3.6.3-bin\apache-maven-3.6.3\bin;;C:\Tools\DevTools\eclipse-jee-2019-12-R-win32-x86_64;;., java.vm.info=mixed mode, java.vendor=Oracle Corporation, java.vm.version=25.271-b09, hibernate.bytecode.use_reflection_optimizer=false, java.ext.dirs=C:\Program Files\Java\jdk1.8.0_271\jre\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, sun.io.unicode.encoding=UnicodeLittle, javax.persistence.jdbc.password=****, java.class.version=52.0}
2020-12-26 02:37:09 DEBUG JaccIntegrator:80 - Skipping JACC integration as it was not enabled
2020-12-26 02:37:09 DEBUG SessionFactoryImpl:291 - Instantiated session factory
2020-12-26 02:37:09 DEBUG TypeConfiguration$Scope:157 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@238d68ff] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@32811494]
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.HistoCarb] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.HistoCarb
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.HistoCarb] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.HistoCarb
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.Carburant] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.Carburant
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.Carburant] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.Carburant
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.Station] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.Station
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [ma.ac.fstt.sim.jpa.entities.Station] is safe
2020-12-26 02:37:09 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : ma.ac.fstt.sim.jpa.entities.Station
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:673 - Static SQL for collection: ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:675 -  Row insert: update histo_carb set id_carburant=? where id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:678 -  Row update: update histo_carb set  where id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:681 -  Row delete: update histo_carb set id_carburant=null where id_carburant=? and id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:684 -  One-shot delete: update histo_carb set id_carburant=null where id_carburant=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:673 - Static SQL for collection: ma.ac.fstt.sim.jpa.entities.Station.histoCarbs
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:675 -  Row insert: update histo_carb set id_station=? where id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:678 -  Row update: update histo_carb set  where id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:681 -  Row delete: update histo_carb set id_station=null where id_station=? and id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractCollectionPersister:684 -  One-shot delete: update histo_carb set id_station=null where id_station=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3794 - Static SQL for entity: ma.ac.fstt.sim.jpa.entities.HistoCarb
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3799 -  Version select: select id_histo_carb from histo_carb where id_histo_carb =?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3802 -  Snapshot select: select histocarb_.id_histo_carb, histocarb_.id_carburant as id_carbu4_1_, histocarb_.date as date2_1_, histocarb_.prix as prix3_1_, histocarb_.id_station as id_stati5_1_ from histo_carb histocarb_ where histocarb_.id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into histo_carb (id_carburant, date, prix, id_station, id_histo_carb) values (?, ?, ?, ?, ?)
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Update 0: update histo_carb set id_carburant=?, date=?, prix=?, id_station=? where id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from histo_carb where id_histo_carb=?
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6754ef00]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : carburant
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4b770e40]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : date
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : prix
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : station
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1968a49c]
2020-12-26 02:37:09 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:37:09 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:37:09 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.carburant)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - SQL table alias mapping - histocarb0_
          - alias suffix - 0_
          - suffixed key columns - {id_histo1_1_0_}

2020-12-26 02:37:09 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.HistoCarb [NONE]: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1c65121]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : carburant
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@57dc9128]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : date
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : prix
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : station
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@24528a25]
2020-12-26 02:37:09 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:37:09 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:37:09 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.carburant)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - SQL table alias mapping - histocarb0_
          - alias suffix - 0_
          - suffixed key columns - {id_histo1_1_0_}

2020-12-26 02:37:09 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.HistoCarb [READ]: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:37:09 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity ma.ac.fstt.sim.jpa.entities.HistoCarb: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:37:09 DEBUG Loader:38 - Static select for action ACTION_REFRESH on entity ma.ac.fstt.sim.jpa.entities.HistoCarb: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3794 - Static SQL for entity: ma.ac.fstt.sim.jpa.entities.Carburant
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3799 -  Version select: select id_carburant from carburant where id_carburant =?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:3802 -  Snapshot select: select carburant_.id_carburant, carburant_.description as descript2_0_, carburant_.nom_carburant as nom_carb3_0_ from carburant carburant_ where carburant_.id_carburant=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into carburant (description, nom_carburant, id_carburant) values (?, ?, ?)
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Update 0: update carburant set description=?, nom_carburant=? where id_carburant=?
2020-12-26 02:37:09 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from carburant where id_carburant=?
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@17f9344b]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : description
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@50cf5a23]
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6105f8a3]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.carburant
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@b273a59]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomCarburant
2020-12-26 02:37:09 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:37:09 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:37:09 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.Carburant)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.Carburant)
          - CollectionAttributeFetchImpl(collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>)
                - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:3>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.Carburant)
          - SQL table alias mapping - carburant0_
          - alias suffix - 0_
          - suffixed key columns - {id_carbu1_0_0_}
          - JOIN (JoinDefinedByMetadata(histoCarbs)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
                - SQL table alias mapping - histocarbs1_
                - alias suffix - 1_
                - suffixed key columns - {id_carbu4_1_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id_histo1_1_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
                      - SQL table alias mapping - histocarbs1_
                      - alias suffix - 2_
                      - suffixed key columns - {id_histo1_1_2_}

2020-12-26 02:37:09 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.Carburant [NONE]: select carburant0_.id_carburant as id_carbu1_0_0_, carburant0_.description as descript2_0_0_, carburant0_.nom_carburant as nom_carb3_0_0_, histocarbs1_.id_carburant as id_carbu4_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_2_, histocarbs1_.id_carburant as id_carbu4_1_2_, histocarbs1_.date as date2_1_2_, histocarbs1_.prix as prix3_1_2_, histocarbs1_.id_station as id_stati5_1_2_ from carburant carburant0_ left outer join histo_carb histocarbs1_ on carburant0_.id_carburant=histocarbs1_.id_carburant where carburant0_.id_carburant=?
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@62df0ff3]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : description
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@62e8f862]
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@26f3d90c]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.carburant
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:37:09 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@74518890]
2020-12-26 02:37:09 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomCarburant
2020-12-26 02:37:09 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:37:09 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
